flags,source_doc_id,source_element_id,source_type,target_doc_id,target_element_id,target_type,score,score2,margin12,text_jaccard,caption_jaccard,target_top1_indegree,source_caption,target_caption
low_top1_margin,1810.08683,1810.08683_table_19,table,2005.07293,2005.07293_table_19,table,0.92429,0.923923,0.000367,0.068966,0.0,1,,
hub_target,2005.07293,2005.07293_table_27,table,1810.08683,1810.08683_table_21,table,0.924189,0.921796,0.002393,0.055556,0.0,12,,
hub_target,2005.07293,2005.07293_table_25,table,1810.08683,1810.08683_table_21,table,0.92316,0.92081,0.00235,0.055556,0.0,12,,
low_top1_margin,1707.09457,1707.09457_formula_1,formula,1809.10083,1809.10083_formula_1,formula,0.922651,0.921835,0.000816,0.07,0.0,9,,
hub_target,1801.07593,1801.07593_table_3,table,1810.08683,1810.08683_table_2,table,0.922459,0.900957,0.021502,0.107143,0.107143,12,"Table 3: Confusion matrices on the UCI Adult dataset, with and without equality of odds enforcement.",Table 2: COMPAS dataset: statistics with reference to the sensitive features. Table 3: Adult Dataset: confusion matrices in percentage (true class in columns and predicted classes in rows) obtained by predicting Gende...
hub_target,1802.08139,1802.08139_figure_19,figure,1703.06856,1703.06856_figure_5,figure,0.921272,0.905438,0.015834,0.068182,0.0,14,Path-Specific Counterfactual Fairness,Level 2
hub_target,1409.0575,1409.0575_figure_10,figure,1804.06876,1804.06876_figure_2,figure,0.921033,0.911451,0.009582,0.75,0.0,34,Accuracy: 0,Type 2
hub_target,1610.02413,1610.02413_figure_3,figure,1703.06856,1703.06856_figure_5,figure,0.920852,0.907449,0.013403,0.094828,0.0,14,Figure 3: Graphical model for the proof of Proposition 5.2.,Level 2
low_top1_margin,2005.07293,2005.07293_table_17,table,1804.06876,1804.06876_table_5,table,0.919569,0.91954,2.9e-05,0.130435,0.0,6,,
hub_target,2005.07293,2005.07293_table_13,table,1810.08683,1810.08683_table_21,table,0.919498,0.91352,0.005978,0.065217,0.0,12,Table 13: Detailed averaged percent biases and standard deviation results in parenthesis for the COMPAS dataset shown in Figure 3 for $\beta$ value of 0.9.,
hub_target,2005.07293,2005.07293_table_15,table,1810.08683,1810.08683_table_21,table,0.917448,0.913447,0.004001,0.065217,0.0,12,Table 15: Detailed averaged percent biases and standard deviation results in parenthesis for the Adult dataset shown in Figure 3 for $\beta$ value of 0.5.,
hub_target,2005.07293,2005.07293_table_14,table,1810.08683,1810.08683_table_21,table,0.917436,0.914237,0.003199,0.065217,0.0,12,Table 14: Detailed averaged percent biases and standard deviation results in parenthesis for the Adult dataset shown in Figure 3 for $\beta$ value of 0.1.,
hub_target,1906.02589,1906.02589_figure_3,figure,1802.08139,1802.08139_figure_17,figure,0.917162,0.895989,0.021173,0.098214,0.0,16,(a) a = Scale,(a)
hub_target,1906.02589,1906.02589_figure_17,figure,1802.08139,1802.08139_figure_17,figure,0.9169,0.903168,0.013732,0.112069,0.0,16,(a) a = C,(a)
low_top1_margin,1611.07509,1611.07509_figure_3,figure,1611.07438,1611.07438_figure_2,figure,0.916592,0.915761,0.000831,0.141304,0.272727,2,"Figure 3: Causal network for Adult dataset: the green path represents the direct path, and the blue paths represent the indirect paths passing through marital status.","Figure 2: Causal graph for Adult dataset: the red node represents the protected attribute, the blue node represents the decision, the green nodes represent set Q."
hub_target,1409.0575,1409.0575_figure_8,figure,1804.06876,1804.06876_figure_2,figure,0.916514,0.909815,0.006699,0.75,0.0,34,Accuracy: 1,Type 2
hub_target,1409.0575,1409.0575_figure_9,figure,1804.06876,1804.06876_figure_2,figure,0.916514,0.909815,0.006699,0.75,0.0,34,Accuracy: 1,Type 2
hub_target,1610.02413,1610.02413_figure_1,figure,1703.06856,1703.06856_figure_5,figure,0.915783,0.879641,0.036142,0.065934,0.0,14,"Proof. Since a derived predictor $\widetilde { Y }$ can only depend on $( { \widehat { Y } } , A )$ and these variables are binary, the predictor $\widetilde { Y }$ is completely described by four parameters in [0,1] cor",Level 2
hub_target,2005.07293,2005.07293_table_16,table,1810.08683,1810.08683_table_21,table,0.915471,0.910417,0.005054,0.065217,0.0,12,Table 16: Detailed averaged percent biases and standard deviation results in parenthesis for the Adult dataset shown in Figure 3 for $\beta$ value of 0.9.,
hub_target,1802.08139,1802.08139_figure_11,figure,1703.06856,1703.06856_figure_5,figure,0.915288,0.908415,0.006873,0.070707,0.0,14,"2We omit race, and capital gain and loss (although including capital gain and loss would increase test accuracy from $8 2 . 9 \%$ to $8 4 . 7 \%$ ) to use the same attributes as in Nabi & Shpitser (2018).",Level 2
hub_target,1409.0575,1409.0575_figure_15,figure,1804.06876,1804.06876_figure_2,figure,0.915147,0.902622,0.012525,0.6,0.0,34,Image classification,Type 2
low_top1_margin,1808.08166,1808.08166_figure_1,figure,2005.07293,2005.07293_figure_1,figure,0.913843,0.9136,0.000243,0.076923,0.083333,3,"Figure 1: Fairness Gerrymandering: A Toy Example [Kearns et al., 2018]",Figure 1: Notion of equality in fairness is depicted and formalized along with our newly formalized notion of equity.
hub_target,1906.02589,1906.02589_figure_32,figure,1802.08139,1802.08139_figure_17,figure,0.913105,0.903032,0.010073,0.127273,0.0,16,"(a) Color is $\gamma$ , brighter colours $\longrightarrow$ higher values",(a)
low_top1_margin,1804.09301,1804.09301_table_1,table,1809.02208,1809.02208_table_1,table,0.911502,0.910866,0.000636,0.09009,0.0,1,Table 1: Correlation values for Figures 3 and 4.,4.1 for further explanation.
low_top1_margin,1906.02589,1906.02589_formula_1,formula,1805.11202,1805.11202_formula_4,formula,0.911023,0.910425,0.000598,0.046729,0.0,2,,
hub_target,1906.02589,1906.02589_figure_10,figure,2005.07293,2005.07293_figure_8,figure,0.910203,0.907053,0.00315,1.0,0.0,16,(c) a = P,(c) β = 0.9
hub_target,1808.08166,1808.08166_figure_6,figure,1906.02589,1906.02589_figure_2,figure,0.909376,0.903793,0.005583,0.057377,0.0,13,(a),"Figure 2. Fairness-accuracy tradeoff curves, DSpritesUnfair dataset. We sweep a range of hyperparameters for each model and report Pareto fronts. Optimal point is the top left hand corner — this represents perfect acc..."
hub_target,1603.07025,1603.07025_figure_19,figure,2005.07293,2005.07293_figure_8,figure,0.908885,0.901132,0.007753,0.75,0.0,16,(d) 2009 cohort,(c) β = 0.9
hub_target,1810.08683,1810.08683_figure_4,figure,1906.02589,1906.02589_figure_2,figure,0.907746,0.902837,0.004909,0.08547,0.02381,13,"Figure 4: Adult dataset: complete results set for Gender+Race (text close to the symbols in plot are P, D, F, and S).","Figure 2. Fairness-accuracy tradeoff curves, DSpritesUnfair dataset. We sweep a range of hyperparameters for each model and report Pareto fronts. Optimal point is the top left hand corner — this represents perfect acc..."
hub_target,1906.02589,1906.02589_figure_1,figure,1802.08139,1802.08139_figure_17,figure,0.907609,0.883273,0.024336,0.091954,0.0,16,"(b) The FFVAE latent code $[ z , b ]$ can be modified by discarding or noising out sensitive dimensions $\{ b _ { j } \}$ , which yields a latent code $[ z , b ^ { \prime } ]$ independent of groups and subgroups deriv...",(a)
hub_target,1810.08683,1810.08683_table_5,table,2005.07293,2005.07293_table_6,table,0.907368,0.899067,0.008301,0.077778,0.066667,11,"Table 5: Complete results set. Table 6: Results for a shared model trained with STL and MTL, with or without the sensitive feature as predictor, and with or without the fairness constraint.",Table 6: Architecture of model used in our experiments.
hub_target,1801.07593,1801.07593_figure_3,figure,1703.06856,1703.06856_figure_5,figure,0.907043,0.898493,0.00855,0.114583,0.0,14,"Note that, in this proof, the adversary can be operating in a few different ways, as long as it is given $\hat { Y }$ as one of its inputs; for example, for demographic parity, it could be given only $\hat { Y }$ ; for e",Level 2
low_top1_margin,1802.08139,1802.08139_figure_4,figure,1611.07509,1611.07509_figure_3,figure,0.906487,0.905882,0.000605,0.094737,0.055556,3,Figure 4. (a): GCM for the UCI Adult dataset. (b): GCM for the UCI German Credit dataset.,"Figure 3: Causal network for Adult dataset: the green path represents the direct path, and the blue paths represent the indirect paths passing through marital status."
hub_target,1603.07025,1603.07025_figure_14,figure,1804.06876,1804.06876_figure_2,figure,0.906468,0.89459,0.011878,0.75,0.0,34,(d) 2011 cohort,Type 2
low_top1_margin,1603.07025,1603.07025_figure_18,figure,1906.02589,1906.02589_figure_10,figure,0.906425,0.905852,0.000573,0.75,0.0,2,(c) 2008 cohort,(c) a = P
hub_target,2109.03952,2109.03952_figure_2,figure,1703.06856,1703.06856_figure_5,figure,0.903979,0.892133,0.011846,0.067416,0.0,14,"Figure 2: Results from the synthetic datasets. Following the $\hat { y } _ { o }$ and $\hat { y } _ { z }$ notations, $\hat { y } _ { o }$ represents the original model outcome with all the attention weights intact, w...",Level 2
hub_target,1910.10872,1910.10872_figure_65,figure,1804.06876,1804.06876_figure_2,figure,0.903577,0.891213,0.012364,0.75,0.0,34,Flair,Type 2
hub_target,1910.10872,1910.10872_figure_51,figure,1804.06876,1804.06876_figure_2,figure,0.90276,0.882633,0.020127,0.5,0.0,34,(b) Error Type-2 Weighted,Type 2
hub_target,1810.08683,1810.08683_figure_2,figure,1906.02589,1906.02589_figure_2,figure,0.901888,0.90037,0.001518,0.08547,0.024096,13,"Figure 2: Adult dataset: complete results set for Gender (text close to the symbols in plot are P, D, F, and S).","Figure 2. Fairness-accuracy tradeoff curves, DSpritesUnfair dataset. We sweep a range of hyperparameters for each model and report Pareto fronts. Optimal point is the top left hand corner — this represents perfect acc..."
low_top1_margin,2103.11320,2103.11320_table_3,table,1804.06876,1804.06876_table_5,table,0.901643,0.901477,0.000166,0.090909,0.0,6,"Table 3: Comparison of sentiment, regard, and baseline keyword-based approach in terms of favoritism and prejudice recall/precision/F1 scores.",
hub_target,2103.11320,2103.11320_figure_31,figure,1804.06876,1804.06876_figure_2,figure,0.901496,0.897159,0.004337,0.6,0.0,34,(c) GenericsKB Origin,Type 2
hub_target,1810.08683,1810.08683_figure_5,figure,1906.02589,1906.02589_figure_2,figure,0.900499,0.896036,0.004463,0.041667,0.0,13,"Figure 5: Adult Dataset: ACC and EOd of MTL, when we fix $\theta$ and $\rho$ to be the best values found during the validation procedure and we vary with $P { = } 0$ , $F { = } 1$ , and $S { = } 0$ .","Figure 2. Fairness-accuracy tradeoff curves, DSpritesUnfair dataset. We sweep a range of hyperparameters for each model and report Pareto fronts. Optimal point is the top left hand corner — this represents perfect acc..."
hub_target,1906.02589,1906.02589_figure_19,figure,2005.07293,2005.07293_figure_8,figure,0.900107,0.884441,0.015666,0.75,0.0,16,(c) $a = \mathbf { M }$,(c) β = 0.9
hub_target,1703.06856,1703.06856_table_1,table,1810.08683,1810.08683_table_2,table,0.898997,0.894438,0.004559,0.104651,0.044444,12,"Table 1: Prediction results using logistic regression. Note that we must sacrifice a small amount of accuracy to ensuring counterfactually fair prediction (Fair $K$ , Fair Add), versus the models that use unfair featu...",Table 2: COMPAS dataset: statistics with reference to the sensitive features. Table 3: Adult Dataset: confusion matrices in percentage (true class in columns and predicted classes in rows) obtained by predicting Gende...
hub_target,1906.02589,1906.02589_figure_23,figure,2005.07293,2005.07293_figure_8,figure,0.898943,0.891263,0.00768,1.0,0.0,16,(d) a = C ∧ E,(c) β = 0.9
hub_target,1906.02589,1906.02589_figure_5,figure,1802.08139,1802.08139_figure_17,figure,0.898699,0.894399,0.0043,0.116505,0.0,16,"(l) a = ¬ E ∧ M Figure 5. Celeb-A subgroup fair classification results. Sensitive attributes: Chubby (C), Eyeglasses (E), and Male (M). $y =$ Heavy-Makeup.",(a)
hub_target,2109.03952,2109.03952_figure_9,figure,1906.02589,1906.02589_figure_2,figure,0.898199,0.895341,0.002858,0.054054,0.036364,13,Figure 9: Results from the real-world datasets. Note that in our $\hat { y } _ { z }$ notation we replaced indexes with actual feature names for clarity in these results on real-world datasets as there is not one univ...,"Figure 2. Fairness-accuracy tradeoff curves, DSpritesUnfair dataset. We sweep a range of hyperparameters for each model and report Pareto fronts. Optimal point is the top left hand corner — this represents perfect acc..."
hub_target,1901.10436,1901.10436_figure_15,figure,1906.02589,1906.02589_figure_17,figure,0.898139,0.876105,0.022034,0.059322,0.0,31,"(c) Figure 15: Feature distribution of pose and resolution (coding scheme 10) for the $D i F$ data set, including (a) pose, (b) face region bounding box size, (c) intra-ocular distance (IOD).",(a) a = C
hub_target,1910.10872,1910.10872_figure_18,figure,1804.06876,1804.06876_figure_2,figure,0.898094,0.878246,0.019848,0.428571,0.0,34,(b) Error Type-2 Unweightedfemale male,Type 2
hub_target,2005.07293,2005.07293_figure_2,figure,1906.02589,1906.02589_figure_2,figure,0.897781,0.894187,0.003594,0.09434,0.076923,13,"Figure 2: Accuracy and fairness gain results for the COMPAS and Adult datasets over different $\beta$ values. Top plots report the accuracy results, while bottom plots report the fairness gain results. Each point on t...","Figure 2. Fairness-accuracy tradeoff curves, DSpritesUnfair dataset. We sweep a range of hyperparameters for each model and report Pareto fronts. Optimal point is the top left hand corner — this represents perfect acc..."
