flags,source_doc_id,source_element_id,source_type,target_doc_id,target_element_id,target_type,score,score2,margin12,text_jaccard,caption_jaccard,target_top1_indegree,source_caption,target_caption
hub_target,1611.07509,1611.07509_figure_2,figure,1611.07438,1611.07438_figure_1,figure,0.905899,0.898942,0.006957,0.091954,0.1,8,Figure 2: An example with the recanting witness criterion satisfied.,Figure 1: Causal graph of an example university admission system.
hub_target,2005.07293,2005.07293_table_19,table,1904.03035,1904.03035_table_1,table,0.904017,0.92347,-0.019453,0.130435,0.0,8,,Table 1: Experimental results for Penn Treebank and generated text for different $\lambda$ values
hub_target,1602.05352,1602.05352_figure_2,figure,1905.10674,1905.10674_figure_6,figure,0.903395,0.890408,0.012987,0.066667,0.071429,6,Figure 2. RMSE of the estimators in the experimental setting as the observed ratings exhibit varying degrees of selection bias.,Figure 6. RMSE on MoveLens1M with various $\lambda$ .
hub_target,1910.10872,1910.10872_figure_51,figure,1804.06876,1804.06876_figure_2,figure,0.90276,0.857835,0.044925,0.5,0.0,8,(b) Error Type-2 Weighted,Type 2
hub_target,2005.07293,2005.07293_table_15,table,1904.03035,1904.03035_table_1,table,0.90204,0.909012,-0.006972,0.15625,0.0,8,Table 15: Detailed averaged percent biases and standard deviation results in parenthesis for the Adult dataset shown in Figure 3 for $\beta$ value of 0.5.,Table 1: Experimental results for Penn Treebank and generated text for different $\lambda$ values
hub_target,1802.08139,1802.08139_figure_7,figure,1611.07438,1611.07438_figure_1,figure,0.90199,0.866206,0.035784,0.098901,0.043478,8,Figure 7. (a): GCM with an unobserved confounder $C$ indicated with a gray node. (b): ADMG corresponding to (a). The causal effect along the green path $A Y$ cannot be identified by only using observed variables.,Figure 1: Causal graph of an example university admission system.
hub_target,2005.07293,2005.07293_table_21,table,1904.03035,1904.03035_table_1,table,0.90165,0.921472,-0.019822,0.130435,0.0,8,,Table 1: Experimental results for Penn Treebank and generated text for different $\lambda$ values
hub_target,1610.02413,1610.02413_figure_5,figure,1611.07438,1611.07438_figure_1,figure,0.901287,0.923097,-0.02181,0.078652,0.0,8,Figure 5: Graphical model for Scenario II.,Figure 1: Causal graph of an example university admission system.
hub_target,2005.07293,2005.07293_table_13,table,1904.03035,1904.03035_table_1,table,0.900773,0.913242,-0.012469,0.15625,0.0,8,Table 13: Detailed averaged percent biases and standard deviation results in parenthesis for the COMPAS dataset shown in Figure 3 for $\beta$ value of 0.9.,Table 1: Experimental results for Penn Treebank and generated text for different $\lambda$ values
hub_target,2005.07293,2005.07293_figure_4,figure,1610.02413,1610.02413_figure_18,figure,0.900563,0.882383,0.01818,0.09,0.086957,6,Figure 4: Human ratings of equity and parity notions of fairness in different scenarios.,"We proposed a fairness measure that accomplishes two important desiderata. First, it remedies the main conceptual shortcomings of demographic parity as a fairness notion. Second, it is fully"
hub_target,1602.05352,1602.05352_figure_3,figure,1905.10674,1905.10674_figure_6,figure,0.898166,0.872802,0.025364,0.095238,0.0,6,Figure 3. Prediction error (MSE) of matrix factorization methods as the observed ratings exhibit varying degrees of selection bias (left) and as propensity estimation quality degrades (right).,Figure 6. RMSE on MoveLens1M with various $\lambda$ .
hub_target,1805.11202,1805.11202_figure_17,figure,1809.10083,1809.10083_figure_1,figure,0.898129,0.858829,0.0393,0.085714,0.0,8,"(e) SYN2-NFGANI: $P _ { \mathrm { d a t a } } ( \mathbf { x } , y | s = 1 )$ vs. $P _ { G } ( \mathbf { x } , y | s = 1 )$",(b) Figure 1: (a) Unsupervised Invariance Induction Framework and (b) Adversarial Model Design
hub_target,1805.11202,1805.11202_figure_1,figure,1610.02413,1610.02413_figure_18,figure,0.896484,0.904424,-0.00794,0.095238,0.0,6,Figure 1: Illustration of generative adversarial networks,"We proposed a fairness measure that accomplishes two important desiderata. First, it remedies the main conceptual shortcomings of demographic parity as a fairness notion. Second, it is fully"
hub_target,1802.08139,1802.08139_figure_1,figure,1611.07438,1611.07438_figure_1,figure,0.896395,0.919471,-0.023076,0.08046,0.076923,8,(c) Figure 1. (a): GCM with a confounder $C$ for the causal effect of $A$ on $Y$ . (b): GCM with one direct and one indirect causal path from $A$ to $Y$ . (c): GCM with a confounder $C$ for the effect of $M$ on $Y$ .,Figure 1: Causal graph of an example university admission system.
hub_target,1910.10872,1910.10872_figure_10,figure,1409.0575,1409.0575_figure_52,figure,0.895216,0.846679,0.048537,0.5,0.0,8,Large Spacy,spacebar (23)
hub_target,1802.08139,1802.08139_figure_2,figure,1611.07438,1611.07438_figure_1,figure,0.894804,0.915216,-0.020412,0.076087,0.0,8,(c) Figure 2. (a)-(b): GCMs in which we are interested in the effects along the green paths. (c): GCM corresponding to Eq. (3).,Figure 1: Causal graph of an example university admission system.
hub_target,1409.0575,1409.0575_figure_51,figure,1804.06876,1804.06876_figure_2,figure,0.894574,0.852691,0.041883,0.75,0.0,8,pole (27),Type 2
hub_target,1802.08139,1802.08139_figure_11,figure,1611.07438,1611.07438_figure_1,figure,0.894442,0.887246,0.007196,0.119048,0.0,8,"2We omit race, and capital gain and loss (although including capital gain and loss would increase test accuracy from $8 2 . 9 \%$ to $8 4 . 7 \%$ ) to use the same attributes as in Nabi & Shpitser (2018).",Figure 1: Causal graph of an example university admission system.
hub_target,2005.07293,2005.07293_table_12,table,1904.03035,1904.03035_table_1,table,0.894322,0.87434,0.019982,0.176471,0.0,8,Table 12: Detailed averaged percent biases and standard deviation results in parenthesis for the COMPAS dataset shown in Figure 3 for $\beta$ value of 0.5.,Table 1: Experimental results for Penn Treebank and generated text for different $\lambda$ values
hub_target,2005.07293,2005.07293_table_11,table,1904.03035,1904.03035_table_1,table,0.894072,0.876797,0.017275,0.176471,0.0,8,Table 11: Detailed averaged percent biases and standard deviation results in parenthesis for the COMPAS dataset shown in Figure 3 for $\beta$ value of 0.1.,Table 1: Experimental results for Penn Treebank and generated text for different $\lambda$ values
hub_target,1703.06856,1703.06856_figure_2,figure,1611.07438,1611.07438_figure_1,figure,0.893677,0.892804,0.000873,0.089888,0.05,8,Figure 2: Left: A causal model for the problem of predicting law school success fairly. Right: Density plots of predicted $\mathrm { F Y A } _ { a }$ and $\mathrm { F Y A } _ { a ^ { \prime } }$ .,Figure 1: Causal graph of an example university admission system.
hub_target,1809.02208,1809.02208_figure_4,figure,1804.09301,1804.09301_figure_4,figure,0.893486,0.853682,0.039804,0.09,0.013158,6,"Figure 4: The scarcity of gender-neutral pronouns is manifest in their histogram. Once again, STEM fields are predominantly concentrated at $X = 0$ .",Figure 4: These two plots show how gender bias in coreference systems corresponds with occupational gender statistics from the U.S Bureau of Labor Statistics (left) and from text as computed by Bergsma and Lin (2006)...
hub_target,1910.10872,1910.10872_figure_20,figure,1409.0575,1409.0575_figure_52,figure,0.893155,0.875946,0.017209,0.5,0.0,8,Small Spacy,spacebar (23)
hub_target,1910.10872,1910.10872_figure_21,figure,1409.0575,1409.0575_figure_52,figure,0.893155,0.875946,0.017209,0.5,0.0,8,Small Spacy,spacebar (23)
hub_target,1910.10872,1910.10872_figure_22,figure,1409.0575,1409.0575_figure_52,figure,0.893155,0.875946,0.017209,0.5,0.0,8,Small Spacy,spacebar (23)
hub_target,1805.11202,1805.11202_figure_18,figure,1809.10083,1809.10083_figure_1,figure,0.892328,0.856521,0.035807,0.088235,0.0,8,"(f) SYN2-NFGANI: $P _ { \bf d a t a } ( { \bf x } , y | s = 0 )$ vs. $P _ { G } ( \mathbf { x } , y | s = 0 )$",(b) Figure 1: (a) Unsupervised Invariance Induction Framework and (b) Adversarial Model Design
hub_target,1805.11202,1805.11202_figure_19,figure,1809.10083,1809.10083_figure_1,figure,0.89197,0.854047,0.037923,0.085714,0.0,8,"(g) SYN3-NFGANII: $\bar { P } _ { \mathbf { d a t a } } ( \mathbf { x } , y )$ vs. $P _ { G } ( \mathbf { x } , y )$",(b) Figure 1: (a) Unsupervised Invariance Induction Framework and (b) Adversarial Model Design
hub_target,1809.10083,1809.10083_figure_18,figure,1707.09457,1707.09457_figure_4,figure,0.89189,0.87387,0.01802,0.075472,0.0,7,(b),(a) Bias analysis on imSitu vSRL without RBA
hub_target,1809.02208,1809.02208_figure_7,figure,1804.09301,1804.09301_figure_4,figure,0.891865,0.880903,0.010962,0.111111,0.088235,6,"Figure 7: Bar plots show how much of the distribution of translated gender pronouns for each occupation category (grouped as in Table 7) is composed of female, male and neutral terms. Legal and STEM fields exhibit a p...",Figure 4: These two plots show how gender bias in coreference systems corresponds with occupational gender statistics from the U.S Bureau of Labor Statistics (left) and from text as computed by Bergsma and Lin (2006)...
hub_target,1910.10872,1910.10872_figure_19,figure,1804.06876,1804.06876_figure_2,figure,0.890699,0.869459,0.02124,0.428571,0.0,8,(c) Error Type-3 Unweightedfemale male,Type 2
low_top1_margin,1808.08166,1808.08166_formula_1,formula,1902.03519,1902.03519_formula_1,formula,0.889696,0.921835,-0.032139,0.095238,0.0,2,,
hub_target,1805.11202,1805.11202_figure_15,figure,1809.10083,1809.10083_figure_1,figure,0.889622,0.846003,0.043619,0.088235,0.0,8,"(c) SYN1-GAN: $P _ { \bf d a t a } ( { \bf x } , y | s = 0 )$ vs. $P _ { G } ( \mathbf { x } , y | s = 0 )$",(b) Figure 1: (a) Unsupervised Invariance Induction Framework and (b) Adversarial Model Design
hub_target,1910.10872,1910.10872_figure_7,figure,1409.0575,1409.0575_figure_52,figure,0.889476,0.84361,0.045866,0.5,0.0,8,Medium Spacy,spacebar (23)
hub_target,1910.10872,1910.10872_figure_23,figure,1409.0575,1409.0575_figure_52,figure,0.889363,0.843568,0.045795,0.5,0.0,8,Medium Spacy,spacebar (23)
hub_target,1910.10872,1910.10872_figure_24,figure,1409.0575,1409.0575_figure_52,figure,0.889363,0.843568,0.045795,0.5,0.0,8,Medium Spacy,spacebar (23)
hub_target,1910.10872,1910.10872_figure_25,figure,1409.0575,1409.0575_figure_52,figure,0.889363,0.843568,0.045795,0.5,0.0,8,Medium Spacy,spacebar (23)
hub_target,2103.11320,2103.11320_figure_29,figure,1707.09457,1707.09457_figure_4,figure,0.888291,0.865639,0.022652,0.114286,0.0,7,(a) ConceptNet Origin,(a) Bias analysis on imSitu vSRL without RBA
hub_target,1805.11202,1805.11202_figure_16,figure,1809.10083,1809.10083_figure_1,figure,0.887718,0.85678,0.030938,0.085714,0.0,8,"(d) SYN2-NFGANI: $P _ { \mathrm { d a t a } } ( \mathbf { x } , y )$ vs. $P _ { G } ( \mathbf { x } , y )$",(b) Figure 1: (a) Unsupervised Invariance Induction Framework and (b) Adversarial Model Design
hub_target,1805.11202,1805.11202_figure_14,figure,1809.10083,1809.10083_figure_1,figure,0.886586,0.843093,0.043493,0.085714,0.0,8,"(b) SYN1-GAN:$P _ { \mathrm { d a t a } } ( \mathbf { x } , y | s = 1 )$ vs.$P _ { G } ( \mathbf { x } , y | s = 1 )$ )",(b) Figure 1: (a) Unsupervised Invariance Induction Framework and (b) Adversarial Model Design
hub_target,1805.11202,1805.11202_figure_2,figure,1809.10083,1809.10083_figure_1,figure,0.886509,0.860287,0.026222,0.067797,0.0,8,Figure 2: The Structure of FairGAN,(b) Figure 1: (a) Unsupervised Invariance Induction Framework and (b) Adversarial Model Design
hub_target,1809.02208,1809.02208_figure_8,figure,1804.09301,1804.09301_figure_4,figure,0.885428,0.845694,0.039734,0.113402,0.072289,6,"Figure 8: Heatmap for the translation probability into female pronouns for each pair of language and occupation category. Probabilities range from 0% (blue) to $1 0 0 \%$ (red), and both axes are sorted in such a way...",Figure 4: These two plots show how gender bias in coreference systems corresponds with occupational gender statistics from the U.S Bureau of Labor Statistics (left) and from text as computed by Bergsma and Lin (2006)...
hub_target,1910.10872,1910.10872_figure_46,figure,1804.09301,1804.09301_figure_4,figure,0.884669,0.867694,0.016975,0.052174,0.014493,6,(a) Error Type-1 Weightedfemale male,Figure 4: These two plots show how gender bias in coreference systems corresponds with occupational gender statistics from the U.S Bureau of Labor Statistics (left) and from text as computed by Bergsma and Lin (2006)...
hub_target,1602.05352,1602.05352_figure_5,figure,1905.10674,1905.10674_figure_6,figure,0.884663,0.868493,0.01617,0.05814,0.0,6,"Over most of the range of $\alpha$ , in particular for the realistic value of $\alpha = 0 .",Figure 6. RMSE on MoveLens1M with various $\lambda$ .
low_top1_margin,1906.02589,1906.02589_figure_18,figure,1910.10872,1910.10872_figure_51,figure,0.882633,0.922452,-0.039819,0.5,0.0,2,(b) a = E,(b) Error Type-2 Weighted
hub_target,1703.06856,1703.06856_table_1,table,1810.08683,1810.08683_table_10,table,0.881762,0.877908,0.003854,0.094595,0.02439,6,"Table 1: Prediction results using logistic regression. Note that we must sacrifice a small amount of accuracy to ensuring counterfactually fair prediction (Fair $K$ , Fair Add), versus the models that use unfair featu...","Table 10: Comparison between the group specific models trained with MTL, with fairness constraint, and the true sensitive feature exploited as a predictor, against the same model when the predicted sensitive feature e..."
hub_target,1809.02208,1809.02208_figure_9,figure,1804.09301,1804.09301_figure_4,figure,0.880871,0.872498,0.008373,0.106796,0.072289,6,"Figure 9: Heatmap for the translation probability into male pronouns for each pair of language and occupation category. Probabilities range from 0% (blue) to $1 0 0 \%$ (red), and both axes are sorted in such a way th...",Figure 4: These two plots show how gender bias in coreference systems corresponds with occupational gender statistics from the U.S Bureau of Labor Statistics (left) and from text as computed by Bergsma and Lin (2006)...
hub_target,1610.02413,1610.02413_figure_6,figure,1611.07438,1611.07438_figure_1,figure,0.879973,0.858979,0.020994,0.079545,0.055556,8,Figure 6: Two possible directed dependency structures for the variables in scenarios I and II. The undirected (infrastructure graph) versions of both graphs are also possible.,Figure 1: Causal graph of an example university admission system.
hub_target,2109.03952,2109.03952_figure_8,figure,1610.02413,1610.02413_figure_18,figure,0.877439,0.84222,0.035219,0.076923,0.025641,6,Top Problematic Features from Health Figure 8: Top three features for each fairness definition removing which caused the most benefit in improving the corresponding fairness definition. The percentage of improvement u...,"We proposed a fairness measure that accomplishes two important desiderata. First, it remedies the main conceptual shortcomings of demographic parity as a fairness notion. Second, it is fully"
low_top1_margin,1611.07509,1611.07509_figure_3,figure,1902.03519,1902.03519_figure_7,figure,0.87632,0.916592,-0.040272,0.05814,0.0,1,"Figure 3: Causal network for Adult dataset: the green path represents the direct path, and the blue paths represent the indirect paths passing through marital status.",5https://archive.ics.uci.edu/ml/datasets/Bank+Marketing
hub_target,1910.10872,1910.10872_figure_52,figure,1804.06876,1804.06876_figure_2,figure,0.875946,0.893155,-0.017209,0.6,0.0,8,Small Spacy,Type 2
hub_target,1809.02208,1809.02208_figure_11,figure,1804.09301,1804.09301_figure_4,figure,0.875869,0.809603,0.066266,0.085714,0.064815,6,"Figure 11: The distribution of pronominal genders per language also suggests a tendency towards male defaults, with female pronouns reaching as low as 0.196% and 1.865% for Japanese and Chinese respectively. Once agai...",Figure 4: These two plots show how gender bias in coreference systems corresponds with occupational gender statistics from the U.S Bureau of Labor Statistics (left) and from text as computed by Bergsma and Lin (2006)...
hub_target,1910.10872,1910.10872_figure_47,figure,1804.06876,1804.06876_figure_2,figure,0.875039,0.892763,-0.017724,0.6,0.0,8,Small Spacy,Type 2
low_top1_margin,1804.09301,1804.09301_table_1,table,1809.02208,1809.02208_table_11,table,0.87462,0.911502,-0.036882,0.081818,0.0,2,Table 1: Correlation values for Figures 3 and 4.,"Table 11: Percentage of female, male and neutral gender pronouns obtained for each language, averaged over all occupations detailed in Table"
low_top1_margin,1906.02589,1906.02589_figure_10,figure,1805.11202,1805.11202_figure_10,figure,0.873628,0.910203,-0.036575,0.75,0.0,5,(c) a = P,(c) SYN2-NFGANI
