StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID172807553,MTurk ID,7040_1,7040_2,7040_3,10020_1,10020_2,10020_3,5550_1,5550_2,5550_3,9010_1,9010_2,9010_3,Feedback,D1,D2,D2_2_TEXT,D3,D4,D4_8_TEXT,D5,D5_4_TEXT,D6,D7,D7_5_TEXT,mTurkCode
4/19/18 14:01,4/19/18 14:02,IP Address,100,113,TRUE,4/19/18 14:02,R_ykjDGk1056N1Bu1,anonymous,EN,"I consent, begin the study",A22KRF782ELLB0,,,,,,,,,,2,7.8,7,,Kentucky,Male,,Bachelor degree,White,,Suburban community,,36,Democratic party,,408936
4/19/18 14:01,4/19/18 14:02,IP Address,100,79,TRUE,4/19/18 14:02,R_Uo9zBdTEIDF5L0t,anonymous,EN,"I consent, begin the study",AI4AO0O0WIJF7,,,,3.1,4.1,7.8,,,,,,,,AZ,Female,,"High school degree or equivalent (e.g., GED)",White,,City or urban community,,43,Independent,,3357299
4/19/18 14:00,4/19/18 14:02,IP Address,100,122,TRUE,4/19/18 14:02,R_1g60SeXNVkQ6nXb,anonymous,EN,"I consent, begin the study",AXJHKT9KSDEUF,,,,,,,1,9,9,,,,No.,Florida,Female,,Associate degree,White,,Suburban community,,44,Republican Party,,979759
4/19/18 14:01,4/19/18 14:03,IP Address,100,121,TRUE,4/19/18 14:03,R_1obzLKXT53vscgm,anonymous,EN,"I consent, begin the study",A2KAZUUDK9TT3L,,,,,,,1,5,1,,,,Everything was clear.,Ohio,Female,,Some college but no degree,White,,City or urban community,,52,Democratic party,,6482009
4/19/18 14:01,4/19/18 14:03,IP Address,100,98,TRUE,4/19/18 14:03,R_2fCoQPAQm9usshI,anonymous,EN,"I consent, begin the study",A23YQ8J1DNM084,5,6.5,8,,,,,,,,,,,Colorado,Female,,Bachelor degree,White,,Rural community,,40,Republican Party,,4383004
4/19/18 14:02,4/19/18 14:03,IP Address,100,52,TRUE,4/19/18 14:03,R_2WujhAAnNNA1dUi,anonymous,EN,"I consent, begin the study",A13MV24Z1PW8VB,6,6.3,5.9,,,,,,,,,,,New York,Male,,Some college but no degree,White,,Suburban community,,19,Democratic party,,3738581
4/19/18 14:01,4/19/18 14:03,IP Address,100,92,TRUE,4/19/18 14:03,R_Doe34OijiCvSlzj,anonymous,EN,"I consent, begin the study",A161AJDHLJVCLZ,,,,,,,,,,7.4,4,7.7,,PA,Female,,Graduate degree,White,,Suburban community,,30,Democratic party,,8072050
4/19/18 14:01,4/19/18 14:03,IP Address,100,114,TRUE,4/19/18 14:03,R_3DubGCHyB3pTgDI,anonymous,EN,"I consent, begin the study",A21Y7K669KM1PR,,,,,,,,,,1,5,1.6,,IL,Female,,Bachelor degree,White,,Suburban community,,48,Republican Party,,3403311
4/19/18 14:02,4/19/18 14:03,IP Address,100,47,TRUE,4/19/18 14:03,R_22sNqmvHecl7lW9,anonymous,EN,"I consent, begin the study",APF1EAZT104LQ,4.8,5.8,5.7,,,,,,,,,,no,Arizona,Male,,Some college but no degree,White,,Suburban community,,27,Democratic party,,6911852
4/19/18 14:01,4/19/18 14:03,IP Address,100,118,TRUE,4/19/18 14:03,R_3izlLQk6BoyxP7H,anonymous,EN,"I consent, begin the study",A2CLC1TXNY7J45,,,,,,,1,7.7,6.5,,,,,Washington,Female,,Some college but no degree,"Asian,Asian-American",,City or urban community,,20,"Libertarian Party,Independent",,9078873
4/19/18 14:02,4/19/18 14:03,IP Address,100,79,TRUE,4/19/18 14:03,R_3gSLcwf76zGflrh,anonymous,EN,"I consent, begin the study",A2A2CEBYMI2UNJ,,,,,,,,,,8.1,3.5,9,No,Mi,Female,,Bachelor degree,White,,Rural community,,25,"Libertarian Party,Independent",,2468146
4/19/18 14:03,4/19/18 14:04,IP Address,100,60,TRUE,4/19/18 14:04,R_3iyt1LiWQMNyxpR,anonymous,ES-ES,"I consent, begin the study",A2TEFD5FHW4GR,,,,5.9,4.3,7.3,,,,,,,it made sense,MN,Male,,Bachelor degree,White,,Rural community,,20,Republican Party,,1606996
4/19/18 14:03,4/19/18 14:04,IP Address,100,54,TRUE,4/19/18 14:04,R_1pYAbgEgpfavzxJ,anonymous,EN,"I consent, begin the study",APGX2WZ59OWDN,,,,,,,,,,6.5,7.2,7.8,,MI,Female,,Bachelor degree,White,,City or urban community,,24,Democratic party,,1800875
4/19/18 14:02,4/19/18 14:04,IP Address,100,100,TRUE,4/19/18 14:04,R_3D541iMx50Ll4tl,anonymous,EN,"I consent, begin the study",A265YVS68WFFPQ,,,,2,9,2.5,,,,,,,,California,Female,,Bachelor degree,White,,Suburban community,,27,Democratic party,,6863856
4/19/18 14:02,4/19/18 14:04,IP Address,100,113,TRUE,4/19/18 14:04,R_1onJ38ATqTc9xSr,anonymous,EN,"I consent, begin the study",A1CWDCM0WHXQXZ,,,,,,,,,,7.5,4,7.6,,NY,Male,,Bachelor degree,White,,Suburban community,,29,Republican Party,,7838923
4/19/18 14:01,4/19/18 14:04,IP Address,100,183,TRUE,4/19/18 14:04,R_bCOLnxVKsl110Jj,anonymous,EN,"I consent, begin the study",A2KED6T6BO622W,,,,,,,7.2,8.9,9,,,,,North Carolina ,Female,,Bachelor degree,White,,Suburban community,,48,Independent,,7423072
4/19/18 14:03,4/19/18 14:04,IP Address,100,100,TRUE,4/19/18 14:04,R_PGIGh8wze37FDkB,anonymous,EN,"I consent, begin the study",A3246QU7ZDBXE5,,,,,,,,,,2.7,9,8.1,,NJ,Female,,Associate degree,White,,Suburban community,,44,Democratic party,,3482577
4/19/18 14:02,4/19/18 14:05,IP Address,100,148,TRUE,4/19/18 14:05,R_3qZDthTRC9gVNQy,anonymous,EN,"I consent, begin the study",AV8YCU0R4D94I,,,,,,,4,8.5,9,,,,Thank you! :),California,Female,,Graduate degree,White,,Suburban community,,51,Democratic party,,8101327
4/19/18 14:03,4/19/18 14:05,IP Address,100,114,TRUE,4/19/18 14:05,R_1EZJM6bw5q3Uv3h,anonymous,EN,"I consent, begin the study",A3SJC14SP6LD22,7.5,3,7.5,,,,,,,,,,,Idaho,Female,,Some college but no degree,White,,City or urban community,,39,Democratic party,,3218644
4/19/18 14:03,4/19/18 14:05,IP Address,100,106,TRUE,4/19/18 14:05,R_1K9XUMf7lCBXfWN,anonymous,EN,"I consent, begin the study",A2ICNC7EZMGL2X,6,4.1,8,,,,,,,,,,,WA,Female,,Associate degree,White,,Suburban community,,25,Democratic party,,5241212
4/19/18 14:02,4/19/18 14:05,IP Address,100,142,TRUE,4/19/18 14:05,R_ulEa4VKcRVKlPdn,anonymous,EN,"I consent, begin the study",AZNNPGW3VNPQ2,,,,,,,9,9,9,,,,,MICHIGAN,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,58,Democratic party,,7386492
4/19/18 14:02,4/19/18 14:05,IP Address,100,158,TRUE,4/19/18 14:05,R_2aE9Bmo6ePRVWVD,anonymous,EN,"I consent, begin the study",A1NI2S8SAL9I3Q,,,,,,,,,,9,2.3,9,very clear and good!,NC,Female,,Some college but no degree,White,,Rural community,,66,Independent,,2892433
4/19/18 14:03,4/19/18 14:05,IP Address,100,108,TRUE,4/19/18 14:05,R_YYACUEwCIdg7lst,anonymous,EN,"I consent, begin the study",APJ3Z84350UWX,5.6,3.1,8.3,,,,,,,,,,,Washington,Male,,Some college but no degree,White,,Suburban community,,25,Democratic party,,2087910
4/19/18 14:04,4/19/18 14:05,IP Address,100,97,TRUE,4/19/18 14:05,R_2ZKdj987J5bppMm,anonymous,EN,"I consent, begin the study",A6473WNMQE7PK,,,,,,,1.1,5,5.3,,,,,California,Female,,Bachelor degree,Asian,,Suburban community,,23,Democratic party,,5591475
4/19/18 14:03,4/19/18 14:05,IP Address,100,137,TRUE,4/19/18 14:05,R_3lXrsE31gY8mrnq,anonymous,EN,"I consent, begin the study",A3IEGZEXRQ0UIN,,,,,,,1,9,9,,,,,CA,Male,,Bachelor degree,"Spanish, Hispanic, or Latino",,City or urban community,,40,Democratic party,,463075
4/19/18 14:04,4/19/18 14:06,IP Address,100,74,TRUE,4/19/18 14:06,R_R8DKeCF4bho8aKR,anonymous,EN,"I consent, begin the study",A1H4GJFI4NJWKV,4,1,9,,,,,,,,,,,illinois,Female,,Graduate degree,White,,Rural community,,40,Republican Party,,7009748
4/19/18 14:05,4/19/18 14:06,IP Address,100,78,TRUE,4/19/18 14:06,R_0P1fDhp4NXfZtsZ,anonymous,EN,"I consent, begin the study",A2VLSGCP7N0LVY,,,,,,,,,,5.8,3.5,6.2,No,Ga,Female,,Bachelor degree,White,,Suburban community,,29,Democratic party,,5350028
4/19/18 14:05,4/19/18 14:06,IP Address,100,46,TRUE,4/19/18 14:06,R_3F2mEaQKik1xoUG,anonymous,EN,"I consent, begin the study",A2JRONMDBUJT3K,,,,,,,,,,1,9,1,,md,Female,,Bachelor degree,Asian,,City or urban community,,24,Democratic party,,3671963
4/19/18 14:03,4/19/18 14:06,IP Address,100,157,TRUE,4/19/18 14:06,R_2P72iTr91reOaJ9,anonymous,EN,"I consent, begin the study",A1YBX7P5PY8LL,,,,3.2,6.6,7.7,,,,,,,,Massachusetts,Male,,Graduate degree,White,,Suburban community,,35,Democratic party,,6796161
4/19/18 14:04,4/19/18 14:06,IP Address,100,132,TRUE,4/19/18 14:06,R_71Zm50vWYksdelX,anonymous,EN,"I consent, begin the study",ANCCKNF1DKRZO,,,,3,4,7,,,,,,,none,Pennsylvania,Female,,Graduate degree,Black or African-American,,City or urban community,,41,Democratic party,,9405825
4/19/18 14:04,4/19/18 14:06,IP Address,100,128,TRUE,4/19/18 14:06,R_2bj4wcmgZAidPO1,anonymous,EN,"I consent, begin the study",A10249252O9I20MRSOBVF,,,,,,,1,3.9,9,,,,,Ohio,Female,,"High school degree or equivalent (e.g., GED)",White,,Rural community,,54,Independent,,5070195
4/19/18 14:04,4/19/18 14:06,IP Address,100,159,TRUE,4/19/18 14:06,R_2vkb0MXRBfQr8q3,anonymous,EN,"I consent, begin the study",A371H3PQPR2Z8J,,,,6,1,7,,,,,,,,Ohio,Male,,Some college but no degree,White,,Rural community,,58,Independent,,9949327
4/19/18 14:05,4/19/18 14:06,IP Address,100,98,TRUE,4/19/18 14:06,R_3HC6v3FTuy3bHC5,anonymous,EN,"I consent, begin the study",A3B8CHEB2ZS31K,2.1,4.2,5.5,,,,,,,,,,,West Virginia,Male,,Less than high school degree,White,,Rural community,,36,Republican Party,,2965848
4/19/18 14:05,4/19/18 14:06,IP Address,100,94,TRUE,4/19/18 14:06,R_3n0pNBWtrhLv7HO,anonymous,EN,"I consent, begin the study",AUOYNTK0GOFOM,,,,,,,4,9,9,,,,,KS,Male,,Bachelor degree,"Spanish, Hispanic, or Latino",,City or urban community,,53,Democratic party,,1938406
4/19/18 14:06,4/19/18 14:06,IP Address,100,35,TRUE,4/19/18 14:06,R_dpf9lNUXXFUEPxT,anonymous,EN,"I consent, begin the study",A24HG5ETSQ39EO,4.9,4.7,6.1,,,,,,,,,,,ma,Male,,Associate degree,White,,Suburban community,,28,Republican Party,,7420541
4/19/18 14:05,4/19/18 14:06,IP Address,100,83,TRUE,4/19/18 14:06,R_YWHqKRdXEqOudrP,anonymous,EN,"I consent, begin the study",A2KVYRNL2CK95F,,,,,,,,,,3.2,2.3,8.1,,Florida,Male,,Some college but no degree,"Spanish, Hispanic, or Latino",,City or urban community,,32,Democratic party,,1031385
4/19/18 14:02,4/19/18 14:07,IP Address,100,298,TRUE,4/19/18 14:07,R_1OjFR4X9XqOn2R5,anonymous,EN,"I consent, begin the study",A3LNB26JUZ53LA,,,,7,8.2,9,,,,,,,,NewYork,Male,,Some college but no degree,Black or African-American,,City or urban community,,25,Democratic party,,9385874
4/19/18 14:06,4/19/18 14:07,IP Address,100,47,TRUE,4/19/18 14:07,R_RIDutlT1igdOqMp,anonymous,EN,"I consent, begin the study",A1BVEXQ684HDEP,,,,6.2,3.8,4.5,,,,,,,,florida,Female,,"High school degree or equivalent (e.g., GED)",White,,Suburban community,,23,Independent,,5689325
4/19/18 14:05,4/19/18 14:07,IP Address,100,131,TRUE,4/19/18 14:07,R_26hfjaXGhKFJccE,anonymous,EN,"I consent, begin the study",A2GPDFJUQJH5DT,,,,9,1,9,,,,,,,,Illinois,Female,,Bachelor degree,White,,Rural community,,42,Democratic party,,4540276
4/19/18 14:06,4/19/18 14:07,IP Address,100,50,TRUE,4/19/18 14:07,R_3MFPxcw6opcIKsN,anonymous,EN,"I consent, begin the study",AE3ZOTZGH91EN,,,,,,,,,,2.5,7.9,7.8,,NC,Male,,Graduate degree,White,,Suburban community,,29,Democratic party,,3524388
4/19/18 14:05,4/19/18 14:07,IP Address,100,113,TRUE,4/19/18 14:07,R_11gy00WTh3JfRqN,anonymous,EN,"I consent, begin the study",A2M47ONTL35B3A,2,6,8,,,,,,,,,,"It was fine, thank you!",Michigan,Female,,Some college but no degree,White,,Rural community,,60,Independent,,8204261
4/19/18 14:06,4/19/18 14:07,IP Address,100,93,TRUE,4/19/18 14:07,R_3dFibMzXgda4a6K,anonymous,EN,"I consent, begin the study",A3QDBNW2H8EMFW,5.2,2.9,9,,,,,,,,,,Nothing was confusing,FL,Male,,Graduate degree,White,,City or urban community,,30,Republican Party,,2668040
4/19/18 14:04,4/19/18 14:07,IP Address,100,199,TRUE,4/19/18 14:07,R_6yCz7PAAeOC14Mp,anonymous,EN,"I consent, begin the study",ARJ4XIRNZ1PV1,,,,1,9,5.1,,,,,,,,PA,Female,,Graduate degree,White,,City or urban community,,31,Democratic party,,2124416
4/19/18 14:06,4/19/18 14:07,IP Address,100,58,TRUE,4/19/18 14:07,R_3oN3JCnyrSRAAL8,anonymous,EN,"I consent, begin the study",AMYYL67LDKPDA,,,,,,,1,6.5,4,,,,None,Utah,Male,,Bachelor degree,White,,Suburban community,,39,Democratic party,,6798902
4/19/18 14:05,4/19/18 14:07,IP Address,100,168,TRUE,4/19/18 14:07,R_1MWlFqKpXjS627T,anonymous,EN,"I consent, begin the study",A1UCV26AOCEVUD,,,,,,,1,3,9,,,,Nothing was unclear or confusing.  Thank you for the work.,Florida,Female,,Bachelor degree,White,,Suburban community,,74,Independent,,3470377
4/19/18 14:06,4/19/18 14:08,IP Address,100,95,TRUE,4/19/18 14:08,R_1Lbp9FQfaOc1osn,anonymous,EN,"I consent, begin the study",A1RL9J60EHDOBI,,,,1,9,1,,,,,,,,Missouri,Male,,Some college but no degree,White,,Suburban community,,46,Independent,,7600948
4/19/18 14:07,4/19/18 14:08,IP Address,100,57,TRUE,4/19/18 14:08,R_e9SEjH55rSsEskp,anonymous,EN,"I consent, begin the study",A2M5S4Q46TQ7LU,,,,,,,,,,7.7,3.5,3.5,no,FL,Female,,Bachelor degree,White,,Suburban community,,50,Republican Party,,8258553
4/19/18 14:07,4/19/18 14:08,IP Address,100,96,TRUE,4/19/18 14:08,R_vAdhYqVNbnzN2yl,anonymous,EN,"I consent, begin the study",A2KDAMD5LF5QIB,,,,7.6,6.7,9,,,,,,,,PA,Male,,Graduate degree,White,,City or urban community,,38,Democratic party,,4798306
4/19/18 14:07,4/19/18 14:08,IP Address,100,65,TRUE,4/19/18 14:08,R_3IWtacxrT7zAfxS,anonymous,EN,"I consent, begin the study",A2QUXO9OJY69QM,,,,,,,1,7.6,9,,,,,MA,Male,,Bachelor degree,White,,Suburban community,,32,Independent,,404955
